gene_id	protein_id	reference_accession	gene_symbol	identity(%)	coverage(%)	bit_score	evalue
LOC135224319	XP_064119275.1	NP_000001.3	A1BG	55.56	3.00	-	-
LOC135224319	XP_064119276.1	NP_000001.3	A1BG	55.56	3.00	-	-
LOC135224320	XP_064119277.1	NP_001018081.3	AAAS	22.22	6.00	-	-
LOC135224320	XP_064119278.1	NP_001018081.3	AAAS	22.22	6.00	-	-
LOC135224174	XP_064119279.1	NP_000014.2	AAK1	25.00	41.00	-	-
LOC135224312	XP_064119280.1	NP_000014.2	AAK1	38.09	2.00	-	-
LOC135224320	XP_064119281.1	NP_001018081.3	AAAS	22.22	6.00	-	-
LOC135224320	XP_064119282.1	NP_001018081.3	AAAS	22.22	6.00	-	-
LOC135224320	XP_064119283.1	NP_001018081.3	AAAS	22.22	6.00	-	-
LOC135224320	XP_064119284.1	NP_001018081.3	AAAS	22.22	6.00	-	-
LOC135224321	XP_064119285.1	NP_001018081.3	AAAS	50.00	6.00	-	-
LOC135224321	XP_064119286.1	NP_001018081.3	AAAS	50.00	6.00	-	-
LOC135224321	XP_064119287.1	NP_001018081.3	AAAS	50.00	6.00	-	-
LOC135224322	XP_064119288.1	NP_000001.3	A1BG	36.36	2.00	-	-
LOC135224322	XP_064119289.1	NP_000001.3	A1BG	36.36	3.00	-	-
LOC135224312	XP_064119290.1	NP_000014.2	AAK1	38.09	2.00	-	-
LOC135224323	XP_064119291.1	NP_000002.2	A2M	26.09	19.00	-	-
LOC135224323	XP_064119292.1	NP_000002.2	A2M	26.09	19.00	-	-
LOC135224324	XP_064119293.1	NP_000014.2	AAK1	22.54	17.00	-	-
LOC135224325	XP_064119294.1	NP_000014.2	AAK1	41.67	2.00	-	-
LOC135224326	XP_064119295.1	NP_000014.2	AAK1	37.50	5.00	-	-
LOC135224326	XP_064119296.1	NP_000014.2	AAK1	37.50	5.00	-	-
LOC135224327	XP_064119297.1	NP_000001.3	A1BG	80.00	2.00	-	-
LOC135224312	XP_064119298.1	NP_000014.2	AAK1	38.09	2.00	-	-
LOC135224331	XP_064119299.1	NP_000001.3	A1BG	40.00	3.00	-	-
LOC135224331	XP_064119300.1	NP_000001.3	A1BG	40.00	3.00	-	-
LOC135224331	XP_064119301.1	NP_000001.3	A1BG	40.00	6.00	-	-
LOC135224331	XP_064119302.1	NP_000001.3	A1BG	40.00	6.00	-	-
LOC135224332	XP_064119303.1	NP_001018081.3	AAAS	50.00	9.00	-	-
LOC135224332	XP_064119304.1	NP_001018081.3	AAAS	50.00	10.00	-	-
LOC135224312	XP_064119305.1	NP_000014.2	AAK1	38.09	2.00	-	-
LOC135224333	XP_064119306.1	NP_000001.3	A1BG	44.44	13.00	-	-
LOC135224334	XP_064119307.1	NP_000001.3	A1BG	38.46	11.00	-	-
LOC135224335	XP_064119308.1	NP_000001.3	A1BG	32.43	10.00	-	-
LOC135224336	XP_064119309.1	NP_000001.3	A1BG	38.46	14.00	-	-
LOC135224336	XP_064119310.1	NP_000014.2	AAK1	36.36	11.00	-	-
LOC135224337	XP_064119311.1	NP_000001.3	A1BG	32.43	14.00	-	-
LOC135224338	XP_064119312.1	NP_001018081.3	AAAS	62.50	4.00	-	-
LOC135224312	XP_064119313.1	NP_000014.2	AAK1	38.09	2.00	-	-
LOC135224338	XP_064119314.1	NP_001018081.3	AAAS	62.50	4.00	-	-
LOC135224338	XP_064119315.1	NP_001018081.3	AAAS	62.50	4.00	-	-
LOC135224338	XP_064119316.1	NP_001018081.3	AAAS	62.50	4.00	-	-
LOC135224339	XP_064119317.1	NP_000014.2	AAK1	57.14	3.00	-	-
LOC135224341	XP_064119318.1	NP_001018081.3	AAAS	66.67	3.00	-	-
LOC135224342	XP_064119319.1	NP_000002.2	A2M	85.71	2.00	-	-
LOC135224342	XP_064119320.1	NP_000014.2	AAK1	33.33	6.00	-	-
LOC135224312	XP_064119321.1	NP_000014.2	AAK1	38.09	2.00	-	-
LOC135224343	XP_064119322.1	NP_000014.2	AAK1	30.56	8.00	-	-
LOC135224344	XP_064119323.1	NP_000001.3	A1BG	39.29	4.00	-	-
LOC135224345	XP_064119324.1	NP_000005.2	A2MP1	30.30	4.00	-	-
LOC135224346	XP_064119325.1	NP_000001.3	A1BG	35.29	18.00	-	-
LOC135224347	XP_064119326.1	NP_000002.2	A2M	38.46	3.00	-	-
LOC135224348	XP_064119327.1	NP_000001.3	A1BG	32.43	15.00	-	-
LOC135224348	XP_064119328.1	NP_000001.3	A1BG	32.43	15.00	-	-
LOC135224312	XP_064119329.1	NP_000014.2	AAK1	38.09	2.00	-	-
LOC135224348	XP_064119330.1	NP_000001.3	A1BG	32.43	15.00	-	-
LOC135224348	XP_064119331.1	NP_000001.3	A1BG	32.43	15.00	-	-
LOC135224348	XP_064119332.1	NP_000001.3	A1BG	34.78	10.00	-	-
LOC135224349	XP_064119333.1	NP_001018081.3	AAAS	29.17	18.00	-	-
LOC135224349	XP_064119334.1	NP_001018081.3	AAAS	29.17	19.00	-	-
LOC135224349	XP_064119335.1	NP_001018081.3	AAAS	29.17	15.00	-	-
LOC135224350	XP_064119336.1	NP_000005.2	A2MP1	57.14	3.00	-	-
LOC135224351	XP_064119337.1	NP_000002.2	A2M	22.22	5.00	-	-
LOC135224351	XP_064119338.1	NP_000002.2	A2M	30.77	13.00	-	-
LOC135224312	XP_064119339.1	NP_000014.2	AAK1	21.98	5.00	-	-
LOC135224351	XP_064119340.1	NP_000002.2	A2M	30.77	13.00	-	-
LOC135224351	XP_064119341.1	NP_000002.2	A2M	30.77	13.00	-	-
LOC135224352	XP_064119342.1	NP_000005.2	A2MP1	31.58	28.00	-	-
LOC135224352	XP_064119343.1	NP_000005.2	A2MP1	31.58	28.00	-	-
LOC135224352	XP_064119344.1	NP_000005.2	A2MP1	31.58	28.00	-	-
LOC135224352	XP_064119345.1	NP_000005.2	A2MP1	31.58	28.00	-	-
LOC135224352	XP_064119346.1	NP_000005.2	A2MP1	31.58	28.00	-	-
LOC135224353	XP_064119347.1	NP_000002.2	A2M	36.36	13.00	-	-
LOC135224312	XP_064119348.1	NP_000014.2	AAK1	21.98	5.00	-	-
LOC135224354	XP_064119349.1	NP_000001.3	A1BG	37.50	12.00	-	-
LOC135224355	XP_064119350.1	NP_001018081.3	AAAS	53.33	3.00	-	-
LOC135224355	XP_064119351.1	NP_001018081.3	AAAS	53.33	3.00	-	-
LOC135224355	XP_064119352.1	NP_001018081.3	AAAS	53.33	3.00	-	-
LOC135224358	XP_064119353.1	NP_000014.2	AAK1	40.48	11.00	-	-
LOC135224358	XP_064119354.1	NP_000014.2	AAK1	40.48	11.00	-	-
LOC135224359	XP_064119355.1	NP_000005.2	A2MP1	44.44	11.00	-	-
LOC135224312	XP_064119356.1	NP_000014.2	AAK1	21.98	5.00	-	-
LOC135224360	XP_064119357.1	NP_001018081.3	AAAS	30.00	8.00	-	-
LOC135224360	XP_064119358.1	NP_001018081.3	AAAS	30.00	8.00	-	-
LOC135224360	XP_064119359.1	NP_001018081.3	AAAS	30.00	8.00	-	-
LOC135224360	XP_064119360.1	NP_001018081.3	AAAS	30.00	8.00	-	-
LOC135224360	XP_064119361.1	NP_001018081.3	AAAS	30.00	8.00	-	-
LOC135224360	XP_064119362.1	NP_001018081.3	AAAS	30.00	8.00	-	-
LOC135224360	XP_064119363.1	NP_000014.2	AAK1	29.27	14.00	-	-
LOC135224360	XP_064119364.1	NP_000014.2	AAK1	29.27	14.00	-	-
LOC135224360	XP_064119365.1	NP_000014.2	AAK1	29.27	14.00	-	-
LOC135224174	XP_064119366.1	NP_000014.2	AAK1	25.00	41.00	-	-
LOC135224312	XP_064119367.1	NP_000014.2	AAK1	21.98	5.00	-	-
LOC135224360	XP_064119368.1	NP_000014.2	AAK1	29.27	14.00	-	-
LOC135224360	XP_064119369.1	NP_000014.2	AAK1	29.27	14.00	-	-
LOC135224360	XP_064119370.1	NP_000014.2	AAK1	29.27	14.00	-	-
LOC135224360	XP_064119371.1	NP_000014.2	AAK1	29.27	14.00	-	-
LOC135224361	XP_064119372.1	NP_000001.3	A1BG	41.67	7.00	-	-
LOC135224362	XP_064119373.1	NP_000014.2	AAK1	42.10	7.00	-	-
LOC135224363	XP_064119374.1	NP_000001.3	A1BG	21.74	6.00	-	-
LOC135224364	XP_064119375.1	NP_000014.2	AAK1	33.33	8.00	-	-
LOC135224312	XP_064119376.1	NP_000014.2	AAK1	21.98	5.00	-	-
LOC135224364	XP_064119377.1	NP_000014.2	AAK1	33.33	8.00	-	-
LOC135224364	XP_064119378.1	NP_000014.2	AAK1	33.33	8.00	-	-
LOC135224365	XP_064119379.1	NP_000001.3	A1BG	25.93	6.00	-	-
LOC135224366	XP_064119380.1	NP_000001.3	A1BG	44.44	7.00	-	-
LOC135224368	XP_064119384.1	NP_000001.3	A1BG	50.00	1.00	-	-
LOC135224312	XP_064119385.1	NP_000014.2	AAK1	40.00	4.00	-	-
LOC135224369	XP_064119386.1	NP_000002.2	A2M	33.33	4.00	-	-
LOC135224369	XP_064119387.1	NP_000002.2	A2M	33.33	4.00	-	-
LOC135224369	XP_064119388.1	NP_000002.2	A2M	33.33	4.00	-	-
LOC135224369	XP_064119389.1	NP_000002.2	A2M	33.33	4.00	-	-
LOC135224369	XP_064119390.1	NP_000002.2	A2M	33.33	4.00	-	-
LOC135224369	XP_064119391.1	NP_000002.2	A2M	33.33	4.00	-	-
LOC135224370	XP_064119392.1	NP_000014.2	AAK1	41.18	9.00	-	-
LOC135224370	XP_064119393.1	NP_000014.2	AAK1	41.18	9.00	-	-
LOC135224370	XP_064119394.1	NP_000014.2	AAK1	41.18	9.00	-	-
LOC135224370	XP_064119395.1	NP_000014.2	AAK1	41.18	9.00	-	-
LOC135224372	XP_064119396.1	NP_001018081.3	AAAS	80.00	2.00	-	-
LOC135224372	XP_064119397.1	NP_001018081.3	AAAS	80.00	2.00	-	-
LOC135224372	XP_064119398.1	NP_001018081.3	AAAS	80.00	2.00	-	-
LOC135224371	XP_064119399.1	NP_000014.2	AAK1	50.00	2.00	-	-
LOC135224373	XP_064119400.1	NP_001018081.3	AAAS	33.33	4.00	-	-
LOC135224374	XP_064119401.1	NP_000005.2	A2MP1	44.44	9.00	-	-
LOC135224375	XP_064119402.1	NP_000002.2	A2M	42.86	14.00	-	-
LOC135224376	XP_064119403.1	NP_000001.3	A1BG	40.00	3.00	-	-
LOC135224377	XP_064119404.1	NP_000001.3	A1BG	31.25	7.00	-	-
LOC135224378	XP_064119405.1	NP_000005.2	A2MP1	44.44	8.00	-	-
LOC135224379	XP_064119406.1	NP_000014.2	AAK1	34.62	10.00	-	-
LOC135224382	XP_064119407.1	NP_000014.2	AAK1	37.50	6.00	-	-
LOC135224384	XP_064119408.1	NP_000005.2	A2MP1	75.00	1.00	-	-
LOC135224380	XP_064119409.1	NP_000002.2	A2M	80.00	1.00	-	-
LOC135224385	XP_064119410.1	NP_000014.2	AAK1	46.67	10.00	-	-
LOC135224385	XP_064119411.1	NP_000014.2	AAK1	46.67	10.00	-	-
LOC135224386	XP_064119412.1	NP_000002.2	A2M	47.37	2.00	-	-
LOC135224387	XP_064119413.1	NP_001018081.3	AAAS	50.00	2.00	-	-
LOC135224388	XP_064119414.1	NP_000005.2	A2MP1	46.15	4.00	-	-
LOC135224388	XP_064119415.1	NP_000005.2	A2MP1	46.15	4.00	-	-
LOC135224388	XP_064119416.1	NP_000005.2	A2MP1	46.15	4.00	-	-
LOC135224388	XP_064119417.1	NP_000005.2	A2MP1	46.15	4.00	-	-
LOC135224388	XP_064119418.1	NP_000005.2	A2MP1	46.15	5.00	-	-
LOC135224388	XP_064119419.1	NP_000005.2	A2MP1	46.15	5.00	-	-
LOC135224388	XP_064119420.1	NP_000005.2	A2MP1	46.15	5.00	-	-
LOC135224388	XP_064119421.1	NP_000005.2	A2MP1	46.15	5.00	-	-
LOC135224388	XP_064119422.1	NP_000005.2	A2MP1	46.15	5.00	-	-
LOC135224388	XP_064119423.1	NP_000005.2	A2MP1	46.15	5.00	-	-
LOC135224390	XP_064119424.1	NP_000001.3	A1BG	80.00	8.00	-	-
LOC135224391	XP_064119425.1	NP_000014.2	AAK1	29.41	15.00	-	-
LOC135224389	XP_064119426.1	NP_000014.2	AAK1	30.77	7.00	-	-
LOC135224394	XP_064119427.1	NP_000014.2	AAK1	29.63	28.00	-	-
LOC135224394	XP_064119428.1	NP_000014.2	AAK1	29.63	28.00	-	-
LOC135224395	XP_064119429.1	NP_000001.3	A1BG	28.57	7.00	-	-
LOC135224396	XP_064119430.1	NP_001018081.3	AAAS	50.00	3.00	-	-
LOC135224397	XP_064119431.1	NP_001018081.3	AAAS	55.56	3.00	-	-
LOC135224397	XP_064119432.1	NP_001018081.3	AAAS	55.56	3.00	-	-
LOC135224389	XP_064119433.1	NP_000014.2	AAK1	30.77	7.00	-	-
LOC135224397	XP_064119434.1	NP_001018081.3	AAAS	55.56	3.00	-	-
LOC135224398	XP_064119435.1	NP_001018081.3	AAAS	36.00	13.00	-	-
LOC135224398	XP_064119436.1	NP_000001.3	A1BG	33.33	6.00	-	-
LOC135224398	XP_064119437.1	NP_000001.3	A1BG	33.33	6.00	-	-
LOC135224399	XP_064119438.1	NP_001018081.3	AAAS	43.75	14.00	-	-
LOC135224399	XP_064119439.1	NP_001018081.3	AAAS	43.75	19.00	-	-
LOC135224399	XP_064119440.1	NP_001018081.3	AAAS	43.75	21.00	-	-
LOC135224400	XP_064119441.1	NP_000005.2	A2MP1	38.46	11.00	-	-
LOC135224389	XP_064119442.1	NP_000014.2	AAK1	30.77	7.00	-	-
LOC135224401	XP_064119443.1	NP_000001.3	A1BG	60.00	2.00	-	-
LOC135224401	XP_064119444.1	NP_000001.3	A1BG	60.00	2.00	-	-
LOC135224403	XP_064119445.1	NP_000014.2	AAK1	23.38	27.00	-	-
LOC135224406	XP_064119446.1	NP_000001.3	A1BG	30.00	9.00	-	-
LOC135224406	XP_064119447.1	NP_000001.3	A1BG	30.00	9.00	-	-
LOC135224389	XP_064119448.1	NP_000014.2	AAK1	30.77	7.00	-	-
LOC135224409	XP_064119449.1	NP_001018081.3	AAAS	33.33	13.00	-	-
LOC135224410	XP_064119450.1	NP_001018081.3	AAAS	25.00	4.00	-	-
LOC135224411	XP_064119451.1	NP_000001.3	A1BG	25.81	11.00	-	-
LOC135224412	XP_064119452.1	NP_000005.2	A2MP1	42.86	6.00	-	-
LOC135224413	XP_064119453.1	NP_000005.2	A2MP1	33.33	3.00	-	-
LOC135224389	XP_064119454.1	NP_000014.2	AAK1	30.77	7.00	-	-
LOC135224414	XP_064119455.1	NP_000014.2	AAK1	34.48	13.00	-	-
LOC135224414	XP_064119456.1	NP_000014.2	AAK1	34.48	13.00	-	-
LOC135224414	XP_064119457.1	NP_000014.2	AAK1	34.48	13.00	-	-
LOC135224414	XP_064119458.1	NP_000014.2	AAK1	34.48	15.00	-	-
LOC135224414	XP_064119459.1	NP_000014.2	AAK1	34.48	15.00	-	-
LOC135224414	XP_064119460.1	NP_000014.2	AAK1	34.48	15.00	-	-
LOC135224414	XP_064119461.1	NP_000014.2	AAK1	34.48	15.00	-	-
LOC135224414	XP_064119462.1	NP_000014.2	AAK1	46.67	14.00	-	-
LOC135224415	XP_064119463.1	NP_000001.3	A1BG	44.44	6.00	-	-
LOC135224415	XP_064119464.1	NP_000001.3	A1BG	44.44	6.00	-	-
LOC135224389	XP_064119465.1	NP_000005.2	A2MP1	46.15	7.00	-	-
LOC135224416	XP_064119466.1	NP_000014.2	AAK1	54.55	2.00	-	-
LOC135224416	XP_064119467.1	NP_000014.2	AAK1	54.55	2.00	-	-
LOC135224417	XP_064119468.1	NP_000014.2	AAK1	32.00	18.00	-	-
LOC135224417	XP_064119469.1	NP_000014.2	AAK1	32.00	19.00	-	-
LOC135224417	XP_064119470.1	NP_000014.2	AAK1	32.00	19.00	-	-
LOC135224417	XP_064119471.1	NP_000014.2	AAK1	32.00	19.00	-	-
LOC135224418	XP_064119472.1	NP_001018081.3	AAAS	62.50	4.00	-	-
LOC135224419	XP_064119473.1	NP_000001.3	A1BG	24.39	16.00	-	-
LOC135224421	XP_064119474.1	NP_001018081.3	AAAS	35.00	13.00	-	-
LOC135224421	XP_064119475.1	NP_000002.2	A2M	38.89	8.00	-	-
LOC135224421	XP_064119476.1	NP_001018081.3	AAAS	26.00	25.00	-	-
LOC135224420	XP_064119477.1	NP_000001.3	A1BG	30.77	3.00	-	-
LOC135224423	XP_064119478.1	NP_001018081.3	AAAS	57.14	2.00	-	-
LOC135224424	XP_064119479.1	NP_000002.2	A2M	43.48	11.00	-	-
LOC135224424	XP_064119480.1	NP_000002.2	A2M	43.48	11.00	-	-
LOC135224424	XP_064119481.1	NP_000002.2	A2M	43.48	11.00	-	-
LOC135224424	XP_064119482.1	NP_000002.2	A2M	43.48	11.00	-	-
LOC135224425	XP_064119483.1	NP_001018081.3	AAAS	42.86	3.00	-	-
LOC135224426	XP_064119484.1	NP_001018081.3	AAAS	42.86	3.00	-	-
LOC135224428	XP_064119485.1	NP_001018081.3	AAAS	42.86	3.00	-	-
LOC135224429	XP_064119486.1	NP_001018081.3	AAAS	42.86	3.00	-	-
LOC135224430	XP_064119487.1	NP_001018081.3	AAAS	42.86	3.00	-	-
LOC135224407	XP_064119488.1	NP_000002.2	A2M	45.45	14.00	-	-
LOC135224427	XP_064119489.1	NP_001018081.3	AAAS	41.67	4.00	-	-
LOC135224432	XP_064119490.1	NP_001018081.3	AAAS	42.86	3.00	-	-
LOC135224433	XP_064119491.1	NP_001018081.3	AAAS	54.55	6.00	-	-
LOC135224434	XP_064119492.1	NP_001018081.3	AAAS	44.44	8.00	-	-
LOC135224436	XP_064119493.1	NP_001018081.3	AAAS	50.00	8.00	-	-
LOC135224436	XP_064119494.1	NP_001018081.3	AAAS	50.00	8.00	-	-
LOC135224436	XP_064119495.1	NP_001018081.3	AAAS	50.00	8.00	-	-
LOC135224436	XP_064119496.1	NP_000014.2	AAK1	100.00	2.00	-	-
LOC135224438	XP_064119497.1	NP_000002.2	A2M	36.36	30.00	-	-
LOC135224437	XP_064119498.1	NP_000001.3	A1BG	66.67	16.00	-	-
LOC135224442	XP_064119499.1	NP_001018081.3	AAAS	40.00	6.00	-	-
LOC135224442	XP_064119500.1	NP_001018081.3	AAAS	40.00	6.00	-	-
LOC135224442	XP_064119501.1	NP_001018081.3	AAAS	40.00	6.00	-	-
LOC135224442	XP_064119502.1	NP_001018081.3	AAAS	40.00	6.00	-	-
LOC135224442	XP_064119503.1	NP_001018081.3	AAAS	40.00	6.00	-	-
LOC135224444	XP_064119504.1	NP_000001.3	A1BG	34.78	6.00	-	-
LOC135224446	XP_064119505.1	NP_000001.3	A1BG	50.00	1.00	-	-
LOC135224446	XP_064119506.1	NP_000001.3	A1BG	50.00	1.00	-	-
LOC135224447	XP_064119507.1	NP_000001.3	A1BG	25.00	7.00	-	-
LOC135224447	XP_064119508.1	NP_000001.3	A1BG	25.00	7.00	-	-
LOC135224445	XP_064119509.1	NP_000005.2	A2MP1	25.93	5.00	-	-
LOC135224448	XP_064119510.1	NP_000001.3	A1BG	45.45	12.00	-	-
LOC135224448	XP_064119511.1	NP_000001.3	A1BG	45.45	12.00	-	-
LOC135224450	XP_064119512.1	NP_001018081.3	AAAS	83.33	3.00	-	-
LOC135224450	XP_064119513.1	NP_001018081.3	AAAS	83.33	3.00	-	-
LOC135224450	XP_064119514.1	NP_001018081.3	AAAS	83.33	3.00	-	-
LOC135224450	XP_064119515.1	NP_001018081.3	AAAS	83.33	3.00	-	-
LOC135224450	XP_064119516.1	NP_001018081.3	AAAS	83.33	3.00	-	-
LOC135224450	XP_064119517.1	NP_001018081.3	AAAS	83.33	4.00	-	-
LOC135224450	XP_064119518.1	NP_001018081.3	AAAS	83.33	3.00	-	-
LOC135224450	XP_064119519.1	NP_001018081.3	AAAS	83.33	5.00	-	-
LOC135224451	XP_064119520.1	NP_001018081.3	AAAS	44.44	7.00	-	-
LOC135224451	XP_064119521.1	NP_001018081.3	AAAS	44.44	7.00	-	-
LOC135224451	XP_064119522.1	NP_001018081.3	AAAS	44.44	7.00	-	-
LOC135224451	XP_064119523.1	NP_001018081.3	AAAS	44.44	7.00	-	-
LOC135224451	XP_064119524.1	NP_001018081.3	AAAS	44.44	7.00	-	-
LOC135224454	XP_064119525.1	NP_000014.2	AAK1	30.77	32.00	-	-
LOC135224456	XP_064119526.1	NP_000005.2	A2MP1	45.45	18.00	-	-
LOC135224455	XP_064119527.1	NP_000002.2	A2M	50.00	2.00	-	-
LOC135224460	XP_064119528.1	NP_000005.2	A2MP1	37.50	3.00	-	-
LOC135224460	XP_064119529.1	NP_000005.2	A2MP1	37.50	3.00	-	-
LOC135224461	XP_064119530.1	NP_000014.2	AAK1	27.03	6.00	-	-
LOC135224462	XP_064119531.1	NP_000001.3	A1BG	57.14	5.00	-	-
LOC135224463	XP_064119532.1	NP_000001.3	A1BG	28.57	9.00	-	-
LOC135224463	XP_064119533.1	NP_000001.3	A1BG	28.57	10.00	-	-
LOC135224464	XP_064119534.1	NP_001018081.3	AAAS	41.67	13.00	-	-
LOC135224465	XP_064119535.1	NP_000001.3	A1BG	30.61	18.00	-	-
LOC135224465	XP_064119536.1	NP_000001.3	A1BG	30.61	18.00	-	-
LOC135224465	XP_064119537.1	NP_000001.3	A1BG	30.61	18.00	-	-
LOC135224465	XP_064119538.1	NP_000001.3	A1BG	30.61	18.00	-	-
LOC135224467	XP_064119539.1	NP_000001.3	A1BG	41.18	16.00	-	-
LOC135224466	XP_064119540.1	NP_000005.2	A2MP1	40.00	5.00	-	-
LOC135224470	XP_064119541.1	NP_000005.2	A2MP1	50.00	5.00	-	-
LOC135224470	XP_064119542.1	NP_000005.2	A2MP1	50.00	5.00	-	-
LOC135224470	XP_064119543.1	NP_000005.2	A2MP1	50.00	5.00	-	-
LOC135224470	XP_064119544.1	NP_000005.2	A2MP1	50.00	5.00	-	-
LOC135224471	XP_064119545.1	NP_000005.2	A2MP1	29.17	14.00	-	-
LOC135224471	XP_064119546.1	NP_000005.2	A2MP1	29.17	14.00	-	-
LOC135224472	XP_064119547.1	NP_000014.2	AAK1	41.67	2.00	-	-
LOC135224473	XP_064119548.1	NP_000001.3	A1BG	47.62	7.00	-	-
LOC135224478	XP_064119549.1	NP_000014.2	AAK1	20.51	4.00	-	-
LOC135224478	XP_064119550.1	NP_000014.2	AAK1	20.51	4.00	-	-
LOC135224478	XP_064119551.1	NP_000014.2	AAK1	20.51	4.00	-	-
LOC135224478	XP_064119552.1	NP_001018081.3	AAAS	50.00	1.00	-	-
LOC135224478	XP_064119553.1	NP_000014.2	AAK1	20.51	4.00	-	-
LOC135224479	XP_064119554.1	NP_000001.3	A1BG	53.85	4.00	-	-
LOC135224479	XP_064119555.1	NP_000001.3	A1BG	53.85	4.00	-	-
LOC135224482	XP_064119556.1	NP_000002.2	A2M	46.15	4.00	-	-
LOC135224483	XP_064119557.1	NP_000001.3	A1BG	50.00	2.00	-	-
LOC135224483	XP_064119558.1	NP_000001.3	A1BG	50.00	2.00	-	-
LOC135224483	XP_064119559.1	NP_000001.3	A1BG	50.00	2.00	-	-
LOC135224481	XP_064119560.1	NP_000014.2	AAK1	75.00	1.00	-	-
LOC135224486	XP_064119562.1	NP_000001.3	A1BG	23.81	3.00	-	-
LOC135224489	XP_064119563.1	NP_000014.2	AAK1	35.29	9.00	-	-
LOC135224489	XP_064119564.1	NP_000014.2	AAK1	35.29	9.00	-	-
LOC135224491	XP_064119565.1	NP_000005.2	A2MP1	35.71	4.00	-	-
LOC135224491	XP_064119566.1	NP_000005.2	A2MP1	35.71	4.00	-	-
LOC135224491	XP_064119567.1	NP_000005.2	A2MP1	35.71	4.00	-	-
LOC135224491	XP_064119568.1	NP_000005.2	A2MP1	35.71	4.00	-	-
LOC135224491	XP_064119569.1	NP_000005.2	A2MP1	35.71	4.00	-	-
LOC135224490	XP_064119570.1	NP_000001.3	A1BG	37.50	5.00	-	-
LOC135224491	XP_064119571.1	NP_000005.2	A2MP1	35.71	4.00	-	-
LOC135224492	XP_064119572.1	NP_000001.3	A1BG	20.45	12.00	-	-
LOC135224492	XP_064119573.1	NP_000001.3	A1BG	20.45	13.00	-	-
LOC135224493	XP_064119574.1	NP_000005.2	A2MP1	29.41	5.00	-	-
LOC135224494	XP_064119575.1	NP_001018081.3	AAAS	36.00	12.00	-	-
LOC135224490	XP_064119576.1	NP_000001.3	A1BG	37.50	5.00	-	-
LOC135224495	XP_064119577.1	NP_001018081.3	AAAS	44.44	2.00	-	-
LOC135224496	XP_064119578.1	NP_000005.2	A2MP1	50.00	6.00	-	-
LOC135224496	XP_064119579.1	NP_000005.2	A2MP1	50.00	3.00	-	-
LOC135224497	XP_064119580.1	NP_001018081.3	AAAS	40.00	12.00	-	-
LOC135224499	XP_064119581.1	NP_000014.2	AAK1	57.14	11.00	-	-
LOC135224499	XP_064119582.1	NP_000014.2	AAK1	57.14	11.00	-	-
LOC135224499	XP_064119583.1	NP_000014.2	AAK1	57.14	11.00	-	-
LOC135224499	XP_064119584.1	NP_000014.2	AAK1	57.14	11.00	-	-
LOC135224499	XP_064119585.1	NP_000014.2	AAK1	57.14	11.00	-	-
LOC135224499	XP_064119586.1	NP_000014.2	AAK1	57.14	11.00	-	-
LOC135224501	XP_064119587.1	NP_000001.3	A1BG	62.50	1.00	-	-
LOC135224500	XP_064119588.1	NP_000014.2	AAK1	44.44	4.00	-	-
LOC135224501	XP_064119589.1	NP_000001.3	A1BG	62.50	1.00	-	-
LOC135224502	XP_064119590.1	NP_000002.2	A2M	35.00	12.00	-	-
LOC135224503	XP_064119591.1	NP_000001.3	A1BG	34.48	6.00	-	-
LOC135224503	XP_064119592.1	NP_000001.3	A1BG	34.48	6.00	-	-
LOC135224480	XP_064119593.1	NP_000005.2	A2MP1	29.17	33.00	-	-
LOC135224503	XP_064119594.1	NP_000001.3	A1BG	34.48	6.00	-	-
LOC135224503	XP_064119595.1	NP_000001.3	A1BG	34.48	6.00	-	-
LOC135224503	XP_064119596.1	NP_000001.3	A1BG	34.48	6.00	-	-
LOC135224503	XP_064119597.1	NP_000001.3	A1BG	34.48	6.00	-	-
LOC135224503	XP_064119598.1	NP_000001.3	A1BG	34.48	6.00	-	-
LOC135224500	XP_064119599.1	NP_000014.2	AAK1	44.44	4.00	-	-
LOC135224503	XP_064119600.1	NP_000001.3	A1BG	34.48	6.00	-	-
LOC135224503	XP_064119601.1	NP_000001.3	A1BG	34.48	7.00	-	-
LOC135224504	XP_064119602.1	NP_000002.2	A2M	50.00	8.00	-	-
LOC135224505	XP_064119603.1	NP_000002.2	A2M	50.00	6.00	-	-
LOC135224505	XP_064119604.1	NP_000005.2	A2MP1	45.45	10.00	-	-
LOC135224506	XP_064119605.1	NP_000001.3	A1BG	27.27	3.00	-	-
LOC135224507	XP_064119606.1	NP_000001.3	A1BG	41.67	6.00	-	-
LOC135224508	XP_064119607.1	NP_000001.3	A1BG	37.50	2.00	-	-
LOC135224500	XP_064119608.1	NP_000014.2	AAK1	44.44	4.00	-	-
LOC135224508	XP_064119609.1	NP_000001.3	A1BG	37.50	2.00	-	-
LOC135224508	XP_064119610.1	NP_000001.3	A1BG	37.50	2.00	-	-
LOC135224508	XP_064119611.1	NP_000001.3	A1BG	37.50	2.00	-	-
LOC135224508	XP_064119612.1	NP_000001.3	A1BG	37.50	2.00	-	-
LOC135224508	XP_064119613.1	NP_000001.3	A1BG	37.50	2.00	-	-
LOC135224509	XP_064119614.1	NP_001018081.3	AAAS	38.46	4.00	-	-
LOC135224510	XP_064119615.1	NP_001018081.3	AAAS	52.94	5.00	-	-
