gene_id	protein_id	product	transcript_id
LOC135206665	XP_064094103.1	tetratricopeptide repeat protein 27-like	XM_064238033.1
LOC135206775	XP_064094339.1	tigger transposable element-derived protein 1-like	XM_064238269.1
LOC135206666	XP_064094104.1	microfibrillar-associated protein 1A-like	XM_064238034.1
LOC135206667	XP_064094108.1	probable palmitoyltransferase ZDHHC24 isoform X2	XM_064238038.1
LOC135206667	XP_064094106.1	probable palmitoyltransferase ZDHHC24 isoform X1	XM_064238036.1
LOC135206667	XP_064094107.1	probable palmitoyltransferase ZDHHC24 isoform X1	XM_064238037.1
LOC135206667	XP_064094109.1	probable palmitoyltransferase ZDHHC24 isoform X2	XM_064238039.1
LOC135206776	XP_064094340.1	KRAB-A domain-containing protein 2-like	XM_064238270.1
LOC135206777	XP_064094341.1	uncharacterized protein LOC135206777	XM_064238271.1
LOC135206778	XP_064094342.1	uncharacterized protein LOC135206778	XM_064238272.1
LOC135206674	XP_064094128.1	netrin receptor UNC5B-b-like isoform X1	XM_064238058.1
LOC135206674	XP_064094127.1	netrin receptor UNC5B-b-like isoform X1	XM_064238057.1
LOC135206674	XP_064094129.1	netrin receptor UNC5B-b-like isoform X2	XM_064238059.1
LOC135206674	XP_064094125.1	netrin receptor UNC5B-b-like isoform X1	XM_064238055.1
LOC135206674	XP_064094126.1	netrin receptor UNC5B-b-like isoform X1	XM_064238056.1
LOC135206779	XP_064094343.1	S-antigen protein-like	XM_064238273.1
LOC135206780	XP_064094344.1	cellulose-complementing protein-like	XM_064238274.1
LOC135206668	XP_064094110.1	clumping factor A-like isoform X1	XM_064238040.1
LOC135206668	XP_064094113.1	clumping factor A-like isoform X2	XM_064238043.1
LOC135206668	XP_064094114.1	clumping factor A-like isoform X2	XM_064238044.1
LOC135206668	XP_064094112.1	clumping factor A-like isoform X2	XM_064238042.1
LOC135206668	XP_064094111.1	clumping factor A-like isoform X2	XM_064238041.1
LOC135206669	XP_064094116.1	uncharacterized protein LOC135206669 isoform X1	XM_064238046.1
LOC135206669	XP_064094117.1	uncharacterized protein LOC135206669 isoform X2	XM_064238047.1
LOC135206670	XP_064094118.1	RNA-binding protein squid-like isoform X1	XM_064238048.1
LOC135206670	XP_064094119.1	RNA-binding protein squid-like isoform X2	XM_064238049.1
LOC135206671	XP_064094120.1	YEATS domain-containing protein 4-like	XM_064238050.1
LOC135206671	XP_064094121.1	YEATS domain-containing protein 4-like	XM_064238051.1
LOC135206781	XP_064094346.1	pentatricopeptide repeat-containing protein 1, mitochondrial-like	XM_064238276.1
LOC135206672	XP_064094122.1	uncharacterized protein LOC135206672	XM_064238052.1
LOC135206673	XP_064094123.1	uncharacterized protein LOC135206673	XM_064238053.1
LOC135206676	XP_064094130.1	malonyl-CoA decarboxylase, mitochondrial-like isoform X1	XM_064238060.1
LOC135206676	XP_064094132.1	malonyl-CoA decarboxylase, mitochondrial-like isoform X3	XM_064238062.1
LOC135206676	XP_064094135.1	malonyl-CoA decarboxylase, mitochondrial-like isoform X4	XM_064238065.1
LOC135206676	XP_064094131.1	malonyl-CoA decarboxylase, mitochondrial-like isoform X2	XM_064238061.1
LOC135206676	XP_064094134.1	malonyl-CoA decarboxylase, mitochondrial-like isoform X3	XM_064238064.1
LOC135206676	XP_064094136.1	malonyl-CoA decarboxylase, mitochondrial-like isoform X4	XM_064238066.1
LOC135206477	XP_064093921.1	glutamate receptor ionotropic, kainate glr-3-like	XM_064237851.1
LOC135206477	XP_064093922.1	glutamate receptor ionotropic, kainate glr-3-like	XM_064237852.1
LOC135206782	XP_064094347.1	meiosis regulator and mRNA stability factor 1-like	XM_064238277.1
LOC135206783	XP_064094348.1	uncharacterized protein LOC135206783	XM_064238278.1
LOC135206677	XP_064094137.1	uncharacterized protein LOC135206677	XM_064238067.1
LOC135206784	XP_064094349.1	LOW QUALITY PROTEIN: uncharacterized protein LOC135206784	XM_064238279.1
LOC135206678	XP_064094138.1	LOW QUALITY PROTEIN: mitochondrial fission process protein 1-like	XM_064238068.1
LOC135206680	XP_064094139.1	putative uncharacterized protein DDB_G0277255 isoform X1	XM_064238069.1
LOC135206680	XP_064094143.1	putative uncharacterized protein DDB_G0277255 isoform X4	XM_064238073.1
LOC135206680	XP_064094140.1	putative uncharacterized protein DDB_G0277255 isoform X2	XM_064238070.1
LOC135206680	XP_064094142.1	putative uncharacterized protein DDB_G0277255 isoform X3	XM_064238072.1
LOC135206478	XP_064093924.1	lachesin-like	XM_064237854.1
LOC135206478	XP_064093925.1	lachesin-like	XM_064237855.1
LOC135206681	XP_064094144.1	C-type lectin domain family 4 member F-like	XM_064238074.1
LOC135206681	XP_064094145.1	C-type lectin domain family 4 member F-like	XM_064238075.1
LOC135206682	XP_064094146.1	synaptophysin-like isoform X1	XM_064238076.1
LOC135206682	XP_064094147.1	synaptophysin-like isoform X2	XM_064238077.1
LOC135206683	XP_064094154.1	GAS2-like protein pickled eggs isoform X2	XM_064238084.1
LOC135206683	XP_064094152.1	GAS2-like protein pickled eggs isoform X1	XM_064238082.1
LOC135206683	XP_064094148.1	GAS2-like protein pickled eggs isoform X1	XM_064238078.1
LOC135206683	XP_064094149.1	GAS2-like protein pickled eggs isoform X1	XM_064238079.1
LOC135206683	XP_064094153.1	GAS2-like protein pickled eggs isoform X1	XM_064238083.1
LOC135206683	XP_064094151.1	GAS2-like protein pickled eggs isoform X1	XM_064238081.1
LOC135206684	XP_064094155.1	synaptophysin-like	XM_064238085.1
LOC135206685	XP_064094156.1	uncharacterized protein LOC135206685	XM_064238086.1
LOC135206686	XP_064094158.1	GAS2-like protein pickled eggs isoform X2	XM_064238088.1
LOC135206686	XP_064094157.1	GAS2-like protein pickled eggs isoform X1	XM_064238087.1
LOC135206687	XP_064094160.1	uncharacterized protein LOC135206687 isoform X1	XM_064238090.1
LOC135206687	XP_064094161.1	uncharacterized protein LOC135206687 isoform X2	XM_064238091.1
LOC135206480	XP_064093927.1	uncharacterized protein LOC135206480 isoform X2	XM_064237857.1
LOC135206480	XP_064093926.1	uncharacterized protein LOC135206480 isoform X1	XM_064237856.1
LOC135206482	XP_064093928.1	uncharacterized protein LOC135206482	XM_064237858.1
LOC135206688	XP_064094162.1	deubiquitinase DESI2-like isoform X1	XM_064238092.1
LOC135206688	XP_064094165.1	deubiquitinase DESI2-like isoform X2	XM_064238095.1
LOC135206688	XP_064094164.1	deubiquitinase DESI2-like isoform X2	XM_064238094.1
LOC135206688	XP_064094168.1	deubiquitinase DESI2-like isoform X3	XM_064238098.1
LOC135206688	XP_064094163.1	deubiquitinase DESI2-like isoform X2	XM_064238093.1
LOC135206688	XP_064094166.1	deubiquitinase DESI2-like isoform X2	XM_064238096.1
LOC135206688	XP_064094167.1	deubiquitinase DESI2-like isoform X2	XM_064238097.1
LOC135206786	XP_064094350.1	rhodopsin, G0-coupled-like	XM_064238280.1
LOC135206691	XP_064094183.1	uncharacterized protein LOC135206691 isoform X10	XM_064238113.1
LOC135206691	XP_064094182.1	uncharacterized protein LOC135206691 isoform X10	XM_064238112.1
LOC135206691	XP_064094180.1	uncharacterized protein LOC135206691 isoform X9	XM_064238110.1
LOC135206691	XP_064094171.1	bestrophin-4-like isoform X1	XM_064238101.1
LOC135206691	XP_064094170.1	bestrophin-4-like isoform X1	XM_064238100.1
LOC135206691	XP_064094175.1	bestrophin-4-like isoform X4	XM_064238105.1
LOC135206691	XP_064094174.1	uncharacterized protein LOC135206691 isoform X3	XM_064238104.1
LOC135206691	XP_064094176.1	uncharacterized protein LOC135206691 isoform X5	XM_064238106.1
LOC135206691	XP_064094172.1	bestrophin-4-like isoform X2	XM_064238102.1
LOC135206691	XP_064094179.1	bestrophin homolog 17-like isoform X8	XM_064238109.1
LOC135206691	XP_064094177.1	uncharacterized protein LOC135206691 isoform X6	XM_064238107.1
LOC135206691	XP_064094178.1	bestrophin homolog 17-like isoform X7	XM_064238108.1
LOC135206691	XP_064094181.1	uncharacterized protein LOC135206691 isoform X10	XM_064238111.1
LOC135206690	XP_064094169.1	uncharacterized protein LOC135206690	XM_064238099.1
LOC135206693	XP_064094184.1	uncharacterized protein LOC135206693	XM_064238114.1
LOC135206483	XP_064093929.1	uncharacterized protein LOC135206483	XM_064237859.1
LOC135206787	XP_064094351.1	uncharacterized protein LOC135206787	XM_064238281.1
LOC135206694	XP_064094186.1	peroxidasin homolog pxn-2-like isoform X2	XM_064238116.1
LOC135206694	XP_064094185.1	peroxidasin homolog pxn-2-like isoform X1	XM_064238115.1
LOC135206695	XP_064094187.1	LOW QUALITY PROTEIN: uncharacterized protein LOC135206695	XM_064238117.1
LOC135206512	XP_064093939.1	basic proline-rich protein-like	XM_064237869.1
LOC135206696	XP_064094189.1	MAM and LDL-receptor class A domain-containing protein 2-like	XM_064238119.1
LOC135206698	XP_064094190.1	nucleolar complex protein 4 homolog	XM_064238120.1
LOC135206790	XP_064094355.1	nucleolar complex protein 4 homolog	XM_064238285.1
LOC135206700	XP_064094191.1	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 7-like	XM_064238121.1
LOC135206701	XP_064094192.1	lysosomal alpha-mannosidase-like isoform X1	XM_064238122.1
LOC135206701	XP_064094193.1	lysosomal alpha-mannosidase-like isoform X2	XM_064238123.1
LOC135206703	XP_064094194.1	serine/threonine-protein kinase Nek8-like	XM_064238124.1
LOC135206513	XP_064093940.1	LOW QUALITY PROTEIN: serine/threonine-protein kinase Nek8-like	XM_064237870.1
LOC135206704	XP_064094195.1	LOW QUALITY PROTEIN: uncharacterized protein LOC135206704	XM_064238125.1
LOC135206705	XP_064094196.1	small ribosomal subunit protein eS26-like	XM_064238126.1
LOC135206708	XP_064094227.1	SEC14-like protein 1 isoform X7	XM_064238157.1
LOC135206708	XP_064094223.1	SEC14-like protein 1 isoform X4	XM_064238153.1
LOC135206708	XP_064094226.1	SEC14-like protein 1 isoform X6	XM_064238156.1
LOC135206708	XP_064094221.1	SEC14-like protein 1 isoform X2	XM_064238151.1
LOC135206708	XP_064094222.1	SEC14-like protein 1 isoform X3	XM_064238152.1
LOC135206708	XP_064094220.1	SEC14-like protein 1 isoform X1	XM_064238150.1
LOC135206708	XP_064094225.1	SEC14-like protein 1 isoform X5	XM_064238155.1
LOC135206708	XP_064094224.1	SEC14-like protein 1 isoform X5	XM_064238154.1
LOC135206706	XP_064094199.1	protein CDV3 homolog isoform X2	XM_064238129.1
LOC135206706	XP_064094203.1	protein CDV3 homolog isoform X6	XM_064238133.1
LOC135206706	XP_064094198.1	protein CDV3 homolog isoform X1	XM_064238128.1
LOC135206706	XP_064094200.1	protein CDV3 homolog isoform X3	XM_064238130.1
LOC135206706	XP_064094201.1	protein CDV3 homolog isoform X4	XM_064238131.1
LOC135206706	XP_064094202.1	protein CDV3 homolog isoform X5	XM_064238132.1
LOC135206791	XP_064094356.1	gastric triacylglycerol lipase-like	XM_064238286.1
LOC135206707	XP_064094205.1	insulin receptor substrate 1-B-like isoform X1	XM_064238135.1
LOC135206707	XP_064094206.1	insulin receptor substrate 1-B-like isoform X1	XM_064238136.1
LOC135206707	XP_064094208.1	insulin receptor substrate 1-B-like isoform X1	XM_064238138.1
LOC135206707	XP_064094212.1	insulin receptor substrate 1-B-like isoform X4	XM_064238142.1
LOC135206707	XP_064094216.1	insulin receptor substrate 1-B-like isoform X8	XM_064238146.1
LOC135206707	XP_064094210.1	insulin receptor substrate 1-B-like isoform X2	XM_064238140.1
LOC135206707	XP_064094215.1	insulin receptor substrate 1-B-like isoform X7	XM_064238145.1
LOC135206707	XP_064094211.1	insulin receptor substrate 1-B-like isoform X3	XM_064238141.1
LOC135206707	XP_064094214.1	insulin receptor substrate 1-B-like isoform X6	XM_064238144.1
LOC135206707	XP_064094204.1	insulin receptor substrate 1-B-like isoform X1	XM_064238134.1
LOC135206707	XP_064094209.1	insulin receptor substrate 1-B-like isoform X1	XM_064238139.1
LOC135206707	XP_064094217.1	insulin receptor substrate 1-B-like isoform X9	XM_064238147.1
LOC135206707	XP_064094213.1	insulin receptor substrate 1-B-like isoform X5	XM_064238143.1
LOC135206707	XP_064094219.1	insulin receptor substrate 1-B-like isoform X10	XM_064238149.1
LOC135206710	XP_064094230.1	tyrosine-protein phosphatase non-receptor type 9-like	XM_064238160.1
LOC135206709	XP_064094229.1	bursicon-like	XM_064238159.1
LOC135206715	XP_064094235.1	retinol dehydrogenase 11-like isoform X1	XM_064238165.1
LOC135206715	XP_064094237.1	retinol dehydrogenase 11-like isoform X2	XM_064238167.1
LOC135206488	XP_064093930.1	tektin-4-like	XM_064237860.1
LOC135206712	XP_064094232.1	retinol dehydrogenase 11-like	XM_064238162.1
LOC135206711	XP_064094231.1	retinol dehydrogenase 11-like	XM_064238161.1
LOC135206713	XP_064094233.1	myogenesis-regulating glycosidase-like	XM_064238163.1
LOC135206714	XP_064094234.1	myogenesis-regulating glycosidase-like	XM_064238164.1
LOC135206716	XP_064094238.1	CLIP domain-containing serine protease B4-like	XM_064238168.1
LOC135206795	XP_064094358.1	cartilage oligomeric matrix protein-like	XM_064238288.1
LOC135206717	XP_064094239.1	myogenesis-regulating glycosidase-like	XM_064238169.1
LOC135206797	XP_064094359.1	cytochrome P450 3A30-like	XM_064238289.1
LOC135206493	XP_064093932.1	cytochrome P450 3A19-like	XM_064237862.1
LOC135206798	XP_064094360.1	cytochrome P450 3A19-like	XM_064238290.1
LOC135206718	XP_064094240.1	box C/D snoRNA protein 1-like	XM_064238170.1
LOC135206800	XP_064094361.1	cytochrome P450 3A29-like	XM_064238291.1
LOC135206720	XP_064094241.1	tubulin alpha-1A chain	XM_064238171.1
LOC135206723	XP_064094245.1	uncharacterized protein LOC135206723	XM_064238175.1
LOC135206723	XP_064094243.1	uncharacterized protein LOC135206723	XM_064238173.1
LOC135206723	XP_064094247.1	uncharacterized protein LOC135206723	XM_064238177.1
LOC135206723	XP_064094246.1	uncharacterized protein LOC135206723	XM_064238176.1
LOC135206723	XP_064094244.1	uncharacterized protein LOC135206723	XM_064238174.1
LOC135206724	XP_064094248.1	uncharacterized protein LOC135206724	XM_064238178.1
LOC135206724	XP_064094250.1	uncharacterized protein LOC135206724	XM_064238180.1
LOC135206724	XP_064094254.1	uncharacterized protein LOC135206724	XM_064238184.1
LOC135206724	XP_064094253.1	uncharacterized protein LOC135206724	XM_064238183.1
LOC135206724	XP_064094249.1	uncharacterized protein LOC135206724	XM_064238179.1
LOC135206724	XP_064094251.1	uncharacterized protein LOC135206724	XM_064238181.1
LOC135206725	XP_064094255.1	vitamin K-dependent protein C-like	XM_064238185.1
LOC135206725	XP_064094256.1	vitamin K-dependent protein C-like	XM_064238186.1
LOC135206725	XP_064094257.1	vitamin K-dependent protein C-like	XM_064238187.1
LOC135206801	XP_064094362.1	uncharacterized protein LOC135206801	XM_064238292.1
LOC135206803	XP_064094363.1	CLIP domain-containing serine protease B4-like	XM_064238293.1
LOC135206804	XP_064094364.1	prostatic spermine-binding protein-like	XM_064238294.1
LOC135206728	XP_064094259.1	phenoloxidase-activating factor 1-like isoform X2	XM_064238189.1
LOC135206728	XP_064094260.1	phenoloxidase-activating factor 1-like isoform X2	XM_064238190.1
LOC135206728	XP_064094261.1	phenoloxidase-activating factor 1-like isoform X2	XM_064238191.1
LOC135206728	XP_064094263.1	phenoloxidase-activating factor 1-like isoform X2	XM_064238193.1
LOC135206728	XP_064094262.1	phenoloxidase-activating factor 1-like isoform X2	XM_064238192.1
LOC135206728	XP_064094258.1	phenoloxidase-activating factor 1-like isoform X1	XM_064238188.1
LOC135206730	XP_064094268.1	chymotrypsin-like elastase family member 1 isoform X2	XM_064238198.1
LOC135206730	XP_064094265.1	chymotrypsin-like elastase family member 1 isoform X1	XM_064238195.1
LOC135206730	XP_064094267.1	chymotrypsin-like elastase family member 1 isoform X1	XM_064238197.1
LOC135206730	XP_064094266.1	chymotrypsin-like elastase family member 1 isoform X1	XM_064238196.1
LOC135206805	XP_064094365.1	mucin-2-like	XM_064238295.1
LOC135206731	XP_064094270.1	fatty-acid amide hydrolase 2-like isoform X2	XM_064238200.1
LOC135206731	XP_064094269.1	fatty-acid amide hydrolase 2-B-like isoform X1	XM_064238199.1
LOC135206735	XP_064094278.1	peptidyl-prolyl cis-trans isomerase NIMA-interacting 4-like	XM_064238208.1
LOC135206735	XP_064094277.1	peptidyl-prolyl cis-trans isomerase NIMA-interacting 4-like	XM_064238207.1
LOC135206733	XP_064094271.1	cohesin subunit SA-2-like isoform X1	XM_064238201.1
LOC135206733	XP_064094274.1	cohesin subunit SA-2-like isoform X3	XM_064238204.1
LOC135206733	XP_064094272.1	cohesin subunit SA-2-like isoform X2	XM_064238202.1
LOC135206734	XP_064094275.1	2-Hydroxyacid oxidase 1-like isoform X1	XM_064238205.1
LOC135206734	XP_064094276.1	2-Hydroxyacid oxidase 1-like isoform X2	XM_064238206.1
LOC135206737	XP_064094279.1	hemicentin-2-like isoform X1	XM_064238209.1
LOC135206737	XP_064094281.1	protein amalgam-like isoform X3	XM_064238211.1
LOC135206737	XP_064094280.1	neural cell adhesion molecule 2-like isoform X2	XM_064238210.1
LOC135206738	XP_064094283.1	putative leucine-rich repeat-containing protein DDB_G0290503	XM_064238213.1
LOC135206738	XP_064094284.1	putative leucine-rich repeat-containing protein DDB_G0290503	XM_064238214.1
LOC135206806	XP_064094367.1	basic proline-rich protein-like	XM_064238297.1
LOC135206807	XP_064094368.1	basic proline-rich protein-like	XM_064238298.1
LOC135206496	XP_064093934.1	protein snakeskin-like	XM_064237864.1
LOC135206496	XP_064093933.1	protein snakeskin-like	XM_064237863.1
LOC135206808	XP_064094369.1	uncharacterized protein LOC135206808	XM_064238299.1
LOC135206739	XP_064094285.1	roundabout homolog 1-like	XM_064238215.1
LOC135206740	XP_064094286.1	uncharacterized protein LOC135206740	XM_064238216.1
LOC135206740	XP_064094288.1	uncharacterized protein LOC135206740	XM_064238218.1
LOC135206740	XP_064094289.1	uncharacterized protein LOC135206740	XM_064238219.1
LOC135206740	XP_064094287.1	uncharacterized protein LOC135206740	XM_064238217.1
LOC135206743	XP_064094295.1	guanine nucleotide-binding protein subunit beta-2-like	XM_064238225.1
LOC135206741	XP_064094292.1	procollagen-lysine,2-oxoglutarate 5-dioxygenase 1-like isoform X3	XM_064238222.1
LOC135206741	XP_064094294.1	procollagen-lysine,2-oxoglutarate 5-dioxygenase 2-like isoform X5	XM_064238224.1
LOC135206741	XP_064094290.1	procollagen-lysine,2-oxoglutarate 5-dioxygenase 1-like isoform X1	XM_064238220.1
LOC135206741	XP_064094291.1	procollagen-lysine,2-oxoglutarate 5-dioxygenase 1-like isoform X2	XM_064238221.1
LOC135206741	XP_064094293.1	procollagen-lysine,2-oxoglutarate 5-dioxygenase 1-like isoform X4	XM_064238223.1
LOC135206744	XP_064094296.1	neprilysin-1-like	XM_064238226.1
LOC135206744	XP_064094297.1	neprilysin-1-like	XM_064238227.1
LOC135206515	XP_064093942.1	neprilysin-1-like	XM_064237872.1
LOC135206810	XP_064094370.1	putative uncharacterized protein DDB_G0280555	XM_064238300.1
LOC135206811	XP_064094371.1	major centromere autoantigen B-like	XM_064238301.1
LOC135206746	XP_064094298.1	glutaryl-CoA dehydrogenase, mitochondrial-like	XM_064238228.1
LOC135206748	XP_064094302.1	UPF0430 protein CG31712-like isoform X1	XM_064238232.1
LOC135206748	XP_064094300.1	UPF0430 protein CG31712-like isoform X1	XM_064238230.1
LOC135206748	XP_064094307.1	chromatin assembly factor 1 subunit A-A-like isoform X3	XM_064238237.1
LOC135206748	XP_064094299.1	UPF0430 protein CG31712-like isoform X1	XM_064238229.1
LOC135206748	XP_064094304.1	UPF0430 protein CG31712-like isoform X1	XM_064238234.1
LOC135206748	XP_064094305.1	UPF0430 protein CG31712-like isoform X1	XM_064238235.1
LOC135206748	XP_064094306.1	UPF0430 protein CG31712-like isoform X2	XM_064238236.1
LOC135206748	XP_064094301.1	UPF0430 protein CG31712-like isoform X1	XM_064238231.1
LOC135206813	XP_064094372.1	uncharacterized protein LOC135206813	XM_064238302.1
LOC135206814	XP_064094374.1	dnaJ homolog subfamily C member 7 homolog	XM_064238304.1
LOC135206815	XP_064094375.1	dnaJ homolog subfamily C member 7-like	XM_064238305.1
LOC135206749	XP_064094308.1	solute carrier family 52, riboflavin transporter, member 3-B-like isoform X1	XM_064238238.1
LOC135206749	XP_064094309.1	solute carrier family 52, riboflavin transporter, member 3-B-like isoform X2	XM_064238239.1
LOC135206749	XP_064094310.1	solute carrier family 52, riboflavin transporter, member 3-B-like isoform X2	XM_064238240.1
LOC135206749	XP_064094311.1	solute carrier family 52, riboflavin transporter, member 3-B-like isoform X2	XM_064238241.1
LOC135206750	XP_064094312.1	LOW QUALITY PROTEIN: peroxiredoxin-5, mitochondrial-like	XM_064238242.1
LOC135206816	XP_064094376.1	LOW QUALITY PROTEIN: peroxiredoxin-5, mitochondrial-like	XM_064238306.1
LOC135206817	XP_064094377.1	LOW QUALITY PROTEIN: protein SERAC1-like	XM_064238307.1
LOC135206751	XP_064094314.1	alanine--tRNA ligase, mitochondrial-like	XM_064238244.1
LOC135206751	XP_064094315.1	alanine--tRNA ligase, mitochondrial-like	XM_064238245.1
LOC135206818	XP_064094378.1	mRNA-decapping enzyme 1A-like	XM_064238308.1
LOC135206752	XP_064094316.1	dolichol-phosphate mannosyltransferase subunit 1	XM_064238246.1
LOC135206753	XP_064094317.1	uncharacterized protein LOC135206753	XM_064238247.1
LOC135206756	XP_064094318.1	transmembrane emp24 domain-containing protein bai-like	XM_064238248.1
LOC135206757	XP_064094322.1	uncharacterized protein LOC135206757 isoform X2	XM_064238252.1
LOC135206757	XP_064094319.1	uncharacterized protein LOC135206757 isoform X1	XM_064238249.1
LOC135206757	XP_064094320.1	uncharacterized protein LOC135206757 isoform X1	XM_064238250.1
LOC135206757	XP_064094321.1	uncharacterized protein LOC135206757 isoform X1	XM_064238251.1
LOC135206759	XP_064094323.1	CLIP domain-containing serine protease B15-like	XM_064238253.1
LOC135206759	XP_064094325.1	CLIP domain-containing serine protease B15-like	XM_064238255.1
LOC135206819	XP_064094379.1	craniofacial development protein 2-like	XM_064238309.1
LOC135206789	XP_064094354.1	piggyBac transposable element-derived protein 4-like	XM_064238284.1
LOC135206789	XP_064094353.1	piggyBac transposable element-derived protein 4-like	XM_064238283.1
LOC135206899	XP_064094450.1	synaptogenesis protein syg-2-like isoform X2	XM_064238380.1
LOC135206899	XP_064094449.1	uncharacterized protein LOC135206899 isoform X1	XM_064238379.1
LOC135206820	XP_064094381.1	uncharacterized protein LOC135206820	XM_064238311.1
LOC135206901	XP_064094452.1	uncharacterized protein LOC135206901 isoform X1	XM_064238382.1
LOC135206901	XP_064094453.1	uncharacterized protein LOC135206901 isoform X1	XM_064238383.1
LOC135206901	XP_064094454.1	uncharacterized protein LOC135206901 isoform X2	XM_064238384.1
LOC135206519	XP_064093946.1	uncharacterized protein LOC135206519	XM_064237876.1
LOC135206904	XP_064094457.1	uncharacterized protein LOC135206904	XM_064238387.1
LOC135206904	XP_064094456.1	uncharacterized protein LOC135206904	XM_064238386.1
LOC135206904	XP_064094458.1	uncharacterized protein LOC135206904	XM_064238388.1
LOC135206902	XP_064094455.1	LOW QUALITY PROTEIN: probable very-long-chain enoyl-CoA reductase art-1	XM_064238385.1
LOC135206516	XP_064093943.1	sialidase-like	XM_064237873.1
LOC135206905	XP_064094461.1	guanine nucleotide-binding protein G(o) subunit alpha isoform X2	XM_064238391.1
LOC135206905	XP_064094465.1	guanine nucleotide-binding protein G(o) subunit alpha isoform X6	XM_064238395.1
LOC135206905	XP_064094464.1	guanine nucleotide-binding protein G(o) subunit alpha isoform X5	XM_064238394.1
LOC135206905	XP_064094467.1	guanine nucleotide-binding protein G(o) subunit alpha isoform X7	XM_064238397.1
LOC135206905	XP_064094466.1	guanine nucleotide-binding protein G(o) subunit alpha isoform X7	XM_064238396.1
LOC135206905	XP_064094462.1	guanine nucleotide-binding protein G(o) subunit alpha isoform X3	XM_064238392.1
LOC135206905	XP_064094463.1	guanine nucleotide-binding protein G(o) subunit alpha isoform X4	XM_064238393.1
LOC135206905	XP_064094460.1	guanine nucleotide-binding protein G(o) subunit alpha isoform X1	XM_064238390.1
LOC135206906	XP_064094468.1	LOW QUALITY PROTEIN: SET and MYND domain-containing protein 4-like	XM_064238398.1
LOC135206517	XP_064093944.1	LOW QUALITY PROTEIN: cysteine-rich protein 2-binding protein-like	XM_064237874.1
LOC135206527	XP_064093953.1	cysteine-rich protein 2-binding protein-like	XM_064237883.1
LOC135206911	XP_064094470.1	G-protein coupled receptor Mth2-like	XM_064238400.1
LOC135206913	XP_064094471.1	LOW QUALITY PROTEIN: guanylate cyclase 32E-like	XM_064238401.1
LOC135206821	XP_064094382.1	uncharacterized protein LOC135206821	XM_064238312.1
LOC135206822	XP_064094383.1	interaptin-like	XM_064238313.1
LOC135206823	XP_064094384.1	laminin subunit alpha-like	XM_064238314.1
LOC135206528	XP_064093954.1	uncharacterized protein LOC135206528	XM_064237884.1
LOC135206531	XP_064093955.1	laminin subunit alpha-like	XM_064237885.1
LOC135206915	XP_064094474.1	GDP-fucose protein O-fucosyltransferase 1-like isoform X2	XM_064238404.1
LOC135206915	XP_064094473.1	GDP-fucose protein O-fucosyltransferase 1-like isoform X1	XM_064238403.1
LOC135206915	XP_064094475.1	GDP-fucose protein O-fucosyltransferase 1-like isoform X3	XM_064238405.1
LOC135206915	XP_064094476.1	GDP-fucose protein O-fucosyltransferase 1-like isoform X4	XM_064238406.1
LOC135206916	XP_064094477.1	esterase SG1-like	XM_064238407.1
LOC135206917	XP_064094478.1	laminin subunit alpha-like isoform X1	XM_064238408.1
LOC135206917	XP_064094479.1	laminin subunit alpha-like isoform X2	XM_064238409.1
LOC135206917	XP_064094480.1	laminin subunit alpha-like isoform X3	XM_064238410.1
LOC135206917	XP_064094481.1	laminin subunit alpha-like isoform X4	XM_064238411.1
LOC135206919	XP_064094484.1	uncharacterized protein LOC135206919 isoform X1	XM_064238414.1
LOC135206919	XP_064094483.1	uncharacterized protein LOC135206919 isoform X1	XM_064238413.1
LOC135206919	XP_064094482.1	uncharacterized protein LOC135206919 isoform X1	XM_064238412.1
LOC135206919	XP_064094487.1	sialate:O-sulfotransferase 1-like isoform X3	XM_064238417.1
LOC135206919	XP_064094485.1	uncharacterized protein LOC135206919 isoform X2	XM_064238415.1
LOC135206919	XP_064094488.1	sialate:O-sulfotransferase 1-like isoform X4	XM_064238418.1
LOC135206825	XP_064094386.1	protein NYNRIN-like	XM_064238316.1
LOC135206826	XP_064094387.1	uncharacterized protein LOC135206826	XM_064238317.1
LOC135206827	XP_064094388.1	uncharacterized protein LOC135206827	XM_064238318.1
LOC135206921	XP_064094489.1	hormone-sensitive lipase-like	XM_064238419.1
LOC135206923	XP_064094490.1	sphingomyelin phosphodiesterase-like	XM_064238420.1
LOC135206829	XP_064094389.1	sphingomyelin phosphodiesterase-like	XM_064238319.1
LOC135206518	XP_064093945.1	uncharacterized protein LOC135206518	XM_064237875.1
LOC135206924	XP_064094491.1	hydroxysteroid dehydrogenase-like protein 1	XM_064238421.1
LOC135206533	XP_064093956.1	inactive hydroxysteroid dehydrogenase-like protein 1	XM_064237886.1
LOC135206926	XP_064094497.1	uncharacterized protein LOC135206926 isoform X1	XM_064238427.1
LOC135206926	XP_064094496.1	uncharacterized protein LOC135206926 isoform X1	XM_064238426.1
LOC135206926	XP_064094495.1	uncharacterized protein LOC135206926 isoform X1	XM_064238425.1
LOC135206926	XP_064094498.1	uncharacterized protein LOC135206926 isoform X2	XM_064238428.1
LOC135206925	XP_064094494.1	peptide-N(4)-(N-acetyl-beta-glucosaminyl)asparagine amidase-like isoform X2	XM_064238424.1
